# Blank lines and comment lines in this file are ignored.  The first non-blank,
# non-comment line must be a list of field names.  Otherwise the order of
# entries in this file doesn't matter.  make_awards_list.pl will sort the awards
# for output.
#
# Note: The URL field may contain just a bare date (i.e. the date of a git
# commit) as YYYY-MM-DD, if there's no web URL that refers to the award.

Awardee,URL,Description,Gold star,Plush hippo,Gold watch,Platinum watch,Silver star,Elfyns star,Stinkbomb

AG,https://cygwin.com/ml/cygwin-apps/2015-02/msg00293.html,For adopting a whole pile of orphaned perl packages.,,1
AG,https://cygwin.com/ml/cygwin-apps/2015-02/msg00248.html,For adopting the <code>groff</code> package.
AG,https://cygwin.com/ml/cygwin-apps/2015-01/msg00069.html,For overhauling autorebase in setup.
AG,https://cygwin.com/ml/cygwin/2014-07/msg00035.html,For adopting and fixing a longstanding problem in the <code>rcs</code> package.
AG,https://cygwin.com/ml/cygwin-apps/2014-06/msg00036.html,For adopting the <code>run</code> package.
AG,https://cygwin.com/ml/cygwin/2014-04/msg00181.html,For adopting the essential <code>base-files</code> package.
AG,https://cygwin.com/ml/cygwin-apps/2013-04/msg00258.html,"For adopting the <code>gmp</code>, <code>mpfr</code>, <code>mpclib</code>, <code>ppl</code>, and <code>cloog-ppl</code> packages.",6

AH,https://cygwin.com/ml/cygwin-xfree/2005-08/msg00081.html,For the offer to take over Cygwin/X maintainership.,2

AK,https://cygwin.com/ml/cygwin-apps/2011-11/msg00088.html,For integrating Mintty shortcuts into setup.
AK,https://cygwin.com/ml/cygwin-apps/2010-07/msg00177.html,For overhauling automatic dependency selection in setup.

AL,https://cygwin.com/ml/cygwin-apps/2017-05/msg00069.html,For adopting the <code>libatomic_ops</code> and <code>libgc</code> packages.,2

AP,https://cygwin.com/ml/cygwin/2009-05/msg00180.html,"For adding the package search feature in setup (hear, hear)."

AS,https://cygwin.com/ml/cygwin-apps/2017-10/msg00043.html,For adopting the <code>multitail</code> package.
AS,https://cygwin.com/ml/cygwin-apps/2015-10/msg00074.html,For inventing the stinkbomb award.,,,,,,1
AS,https://cygwin.com/ml/cygwin-apps/2015-07/msg00253.html,For helping with the Great Perl Update of 2015.
AS,https://cygwin.com/ml/cygwin-apps/2015-03/msg00001.html,For helping to clean obsolete packages from the distro.
AS,https://cygwin.com/ml/cygwin/2011-12/msg00302.html,For responsiveness in maintaining the gold star page.
AS,https://cygwin.com/ml/cygwin/2009-07/msg00451.html,For volunteering to maintain the gold star page.
AS,https://cygwin.com/ml/cygwin/2007-07/msg00282.html,For packaging <code>screen</code> for Cygwin.
AS,https://cygwin.com/ml/cygwin-apps/2007-02/msg00045.html,For adopting the <code>stunnel</code> package.
AS,https://cygwin.com/ml/cygwin-apps/2006-07/msg00064.html,For adopting the <code>lftp</code> package.
AS,https://cygwin.com/ml/cygwin/2005-08/msg01182.html,"For patience, bravery, manliness, etc. in maintaining the <code>unison*</code> packages."

BD,https://cygwin.com/ml/cygwin/2008-12/msg00193.html,"For patience, insight, and helpfulness on the mailing lists."
BD,https://cygwin.com/ml/cygwin/2006-06/msg00536.html,For explaining why we all need to test Cygwin snapshots.
BD,https://cygwin.com/ml/cygwin/2005-04/msg00363.html,For good advice and determination to help on the Cygwin list.,2
BD,https://cygwin.com/ml/cygwin/2004-09/msg00463.html,For solving an Apache startup failure.
BD,https://cygwin.com/ml/cygwin/2004-05/msg00871.html,For adopting the <code>apache</code> package.

BF,https://cygwin.com/ml/cygwin/2004-11/msg00830.html,For spearheading the dwarf-2 effort for Cygwin.,2
BF,https://cygwin.com/ml/cygwin/2004-06/msg00847.html,For fixing a mailing list gateway breakage.
BF,https://cygwin.com/ml/cygwin/2003-11/msg00601.html,For explaining why people should help out.

BI,https://cygwin.com/ml/cygwin-apps/2017-04/msg00071.html,For adopting the <code>units</code> package.

CB,https://cygwin.com/ml/cygwin/2014-06/msg00295.html,For packaging <code>man-db</code>.

CGF,https://cygwin.com/ml/cygwin/2014-08/msg00012.html,For lifetime achievement and contributions to the Cygwin project.,,,,1
CGF,https://cygwin.com/ml/cygwin/2009-12/msg00708.html,For releasing Cygwin 1.7.,3
CGF,https://cygwin.com/ml/cygwin/2008-07/msg00396.html,For keeping the Cygwin list on topic.
CGF,https://cygwin.com/ml/cygwin/2005-02/msg00156.html,For fixing hyperthreading.
CGF,https://cygwin.com/ml/cygwin/2004-04/msg00008.html,For good work on Cygwin for the past 7 years and being mean only when it's absolutely necessary.,20

CS,https://cygwin.com/ml/cygwin-apps/2016-02/msg00075.html,For adopting the <code>astyle</code> package.
CS,https://cygwin.com/ml/cygwin-apps/2016-02/msg00043.html,For adopting the <code>mksh</code> package.
CS,https://cygwin.com/ml/cygwin/2014-09/msg00291.html,For maintaining lots of packages over the years.,2
CS,https://cygwin.com/ml/cygwin-apps/2012-08/msg00029.html,For maintaining the w32api package for 9 years.,,,1
CS,https://cygwin.com/ml/cygwin-apps/2007-07/msg00171.html,For adopting the <code>hexedit</code> package.
CS,https://cygwin.com/ml/cygwin-apps/2007-04/msg00030.html,For cleaning up the <code>mingw-runtime</code> package.
CS,https://cygwin.com/ml/cygwin-apps/2006-11/msg00092.html,For adopting the <code>astyle</code> package.

CV,https://cygwin.com/pipermail/cygwin/2021-November/249855.html,For overhauling the Cygwin pipe code to make XEmacs unusable.
CV,http://cygwin.com/ml/cygwin/2019-03/msg00273.html,For fixing a long-standing bug in screen.
CV,https://cygwin.com/ml/cygwin-apps/2015-03/msg00037.html,For inventing the plush hippo award.,,1
CV,https://cygwin.com/ml/cygwin-apps/2015-03/msg00001.html,For helping to clean obsolete packages from the distro.
CV,https://cygwin.com/ml/cygwin/2014-10/msg00495.html,For finding and fixing a nasty CPU register corruption bug.
CV,https://cygwin.com/ml/cygwin/2012-03/msg00706.html,For getting autorebase working in setup.
CV,https://cygwin.com/ml/cygwin-apps/2011-11/msg00088.html,For integrating Mintty shortcuts into setup.
CV,https://cygwin.com/ml/cygwin/2009-12/msg00708.html,For releasing Cygwin 1.7.,3
CV,https://cygwin.com/ml/cygwin/2004-12/msg00727.html,"For combining fileutils, sh-utils, and textutils into coreutils.",2
CV,https://cygwin.com/ml/cygwin/2003-07/msg00248.html,For adding 64-bit I/O to Cygwin 1.5.,5

CW,https://cygwin.com/ml/cygwin/2011-10/msg00302.html,For supporting <code>libiconv</code>.
CW,https://cygwin.com/ml/cygwin-apps/2010-08/msg00163.html,For adopting the <code>sunrpc</code> package.
CW,https://cygwin.com/ml/cygwin/2009-03/msg00151.html,For obviating the dreaded TS hack.
CW,https://cygwin.com/ml/cygwin/2008-04/msg00524.html,For adopting the <code>login</code> package.
CW,https://cygwin.com/ml/cygwin/2008-04/msg00443.html,For creating the <code>csih</code> package.
CW,https://cygwin.com/ml/cygwin-apps/2007-06/msg00018.html,For adopting the <code>ssmtp</code> package.
CW,https://cygwin.com/ml/cygwin/2006-12/msg00506.html,For years of service and dedicated maintainership of important Cygwin packages.,5

Cygwin,https://cygwin.com/pipermail/cygwin/2020-October/246538.html,For providing a Linux-like environment in Windows for 25 years.,,,1

DA,https://cygwin.com/ml/cygwin/2003-05/msg01117.html,For being an example of reasonable discussion on the list.

DB,https://cygwin.com/ml/cygwin-apps/2015-04/msg00012.html,For adopting the <code>inetutils</code> package.

DD,https://cygwin.com/ml/cygwin-apps/2010-09/msg00046.html,For adopting the <code>ocaml</code> package.

DK,https://cygwin.com/ml/cygwin-apps/2010-08/msg00012.html,"For recording zero-size tarballs as successfully installed in setup, thereby de-annoying CGF."
DK,https://cygwin.com/ml/cygwin/2009-07/msg00453.html,For persistence to fix the Cygwin problems which turned up by working on the new gcc4 libstdc++ and libgfortran problems.
DK,https://cygwin.com/ml/cygwin/2007-03/msg00908.html,For fixing a broken build of gcc 4.3.0.
DK,https://cygwin.com/ml/cygwin-apps/2006-11/msg00071.html,For uploading an experimental version of <code>gcc</code>.
DK,https://cygwin.com/ml/cygwin-talk/2006-q1/msg00201.html,For succinctly summarizing how to fix a bug.
DK,https://cygwin.com/ml/cygwin/2005-06/msg00052.html,For coining a new acronym.
DK,https://cygwin.com/ml/cygwin/2004-09/msg00149.html,"For giving sensible advice, non-meanly."
DK,https://cygwin.com/ml/cygwin/2004-03/msg00548.html,For exemplary use of reasoning powers.
DK,https://cygwin.com/ml/cygwin/2004-01/msg01000.html,For trenchant commentary.

DK1,https://cygwin.com/ml/cygwin/2004-10/msg00622.html,"For going above and beyond the expected volunteer effort (with the <code>chere</code> package)."

DL,https://cygwin.com/ml/cygwin-apps/2013-08/msg00101.html,For adopting the <code>par</code> package.

DR,https://cygwin.com/ml/cygwin-apps/2020-01/msg00004.html,For maintaining subversion for the last 12 (!) years.
DR,https://cygwin.com/ml/cygwin-apps/2015-07/msg00253.html,For helping with the Great Perl Update of 2015.
DR,https://cygwin.com/ml/cygwin-apps/2015-03/msg00001.html,For helping to clean obsolete packages from the distro.
DR,https://cygwin.com/ml/cygwin-apps/2013-08/msg00220.html,For adopting the <code>whois</code> package.
DR,https://cygwin.com/ml/cygwin/2013-05/msg00379.html,"For providing short, simple, easy to reproduce testcases in plain C."
DR,https://cygwin.com/ml/cygwin-apps/2010-07/msg00033.html,For adopting the <code>cyrus-sasl</code> package.
DR,https://cygwin.com/ml/cygwin-apps/2007-07/msg00234.html,For updating the <code>libao</code> packages.
DR,https://cygwin.com/ml/cygwin/2005-06/msg00417.html,For finding a mistake in a package upload before the announcement was even sent.
DR,https://cygwin.com/ml/cygwin/2003-07/msg01475.html,For tracking down the fseeko() after fdopen() problem in source code.

DR1,https://cygwin.com/ml/cygwin/2003-10/msg01311.html,For being a great package coordinator on <code>cygwin-apps</code>.

DS,https://cygwin.com/ml/cygwin-apps/2011-03/msg00061.html,For adopting and revamping the vital <code>base-files</code> package.

DSt,https://cygwin.com/ml/cygwin-apps/2018-06/msg00039.html,For maintaining lots of packages over the years.,,,1
DSt,https://cygwin.com/ml/cygwin-apps/2015-03/msg00001.html,For helping to clean obsolete packages from the distro.
DSt,https://cygwin.com/ml/cygwin-apps/2015-02/msg00244.html,For adopting the <code>mscgen</code> package.
DSt,https://cygwin.com/ml/cygwin-apps/2014-06/msg00079.html,For adopting the <code>xloadimage</code> package.
DSt,https://cygwin.com/ml/cygwin/2013-11/msg00484.html
DSt,https://cygwin.com/ml/cygwin-apps/2013-08/msg00049.html,For adopting the <code>ninvaders</code> package.
DSt,https://cygwin.com/ml/cygwin-apps/2012-09/msg00195.html,For adopting the <code>doxygen</code> package.

EB,https://cygwin.com/ml/cygwin-announce/2014-10/msg00029.html,For adopting the <code>gperf</code> package.
EB,https://cygwin.com/ml/cygwin-announce/2014-10/msg00025.html,For adopting the <code>grep</code> package.
EB,https://cygwin.com/ml/cygwin-announce/2014-10/msg00021.html,For adopting the <code>gzip</code> package.
EB,https://cygwin.com/ml/cygwin-announce/2014-10/msg00003.html,For adopting the <code>bison</code> package.
EB,https://cygwin.com/ml/cygwin-announce/2014-09/msg00042.html,For adopting the <code>diffutils</code> package.
EB,https://cygwin.com/ml/cygwin/2009-07/msg00455.html,For obsoleting ash with its attendant stone-age code.
EB,https://cygwin.com/ml/cygwin-apps/2006-11/msg00069.html,For adopting the <code>wget</code> package.
EB,https://cygwin.com/ml/cygwin/2006-02/msg00088.html,"For offering a nice summation of the problems with mismatched dlls, along with a cogent suggestion for dealing with the problem."
EB,https://cygwin.com/ml/cygwin-apps/2005-05/msg00270.html,For packaging <code>bash</code> for Cygwin.
EB,https://cygwin.com/ml/cygwin/2005-01/msg00727.html,For adopting and updating the <code>coreutils</code> package.,2

EF,https://cygwin.com/ml/cygwin/2000-04/msg00261.html,For enlightening people on the properties of <code>/cygdrive</code>.

EMB,https://cygwin.com/ml/cygwin/2003-03/msg01932.html,For standing up and enforcing the GPL.
EMB,https://cygwin.com/ml/cygwin/2003-03/msg01907.html,For pointing out how to subscribe to the Cygwin list without receiving all the mail.

EZ,https://cygwin.com/ml/cygwin/2014-10/msg00495.html,For finding and fixing a nasty CPU register corruption bug.

FF,https://cygwin.com/ml/cygwin-apps/2013-06/msg00081.html,For adopting the <code>shutdown</code> package.

FR,https://cygwin.com/ml/cygwin-apps/2003-11/msg00044.html,For making Cygwin <code>setup</code> resizeable.,7

GP,https://cygwin.com/ml/cygwin/2003-04/msg02305.html,For educating the community on <code>gcc</code> versioning.

GPH,https://cygwin.com/ml/cygwin-apps/2003-10/msg00413.html,For heroically taking over <code>gcc</code>.,5

GRVS,https://cygwin.com/ml/cygwin-apps/2003-11/msg00044.html,For numerous Cygwin <code>setup</code> contributions leading to resizeability.,3

HLH,https://cygwin.com/ml/cygwin-apps/2003-11/msg00314.html,For taking over <code>links</code>.

IP,https://cygwin.com/ml/cygwin/2006-01/msg00225.html,For tracking down incorrect identification of <i>non-</i>Cygwin processes and sticking by it.
IP,https://cygwin.com/ml/cygwin-apps/2003-11/msg00305.html,For adopting the <code>pdksh</code> package.
IP,https://cygwin.com/ml/cygwin-apps/2003-07/msg00057.html,For I can't really tell what.
IP,https://cygwin.com/ml/cygwin/2003-04/msg00170.html,For conspicuous service on behalf of the Cygwin community.

JA,https://cygwin.com/ml/cygwin-apps/2007-08/msg00086.html,For adopting the <code>tnef</code> package.
JA,https://cygwin.com/ml/cygwin-apps/2006-11/msg00073.html,For adopting the <code>ncftp</code> and <code>keychaing</code> packages.,2
JA,https://cygwin.com/ml/cygwin-apps/2005-11/msg00182.html,For adopting the <code>naim</code> package.

JAa,https://cygwin.com/ml/cygwin-apps/2015-07/msg00253.html,For helping with the Great Perl Update of 2015.
JAa,https://cygwin.com/ml/cygwin-apps/2015-03/msg00001.html,For helping to clean obsolete packages from the distro.
JAa,https://cygwin.com/ml/cygwin-apps/2014-06/msg00066.html,For adopting the <code>tnef</code> package.
JAa,https://cygwin.com/ml/cygwin-apps/2014-06/msg00062.html,For adopting the <code>rsync</code> package.
JAa,https://cygwin.com/ml/cygwin-apps/2012-10/msg00169.html,For adopting the <code>ncftp</code> package.
JAa,https://cygwin.com/ml/cygwin-apps/2012-10/msg00133.html,For adopting the <code>keychain</code> package.
JAa,https://cygwin.com/ml/cygwin-apps/2007-12/msg00150.html,For adopting the <code>joe</code> package.
JAa,https://cygwin.com/ml/cygwin-apps/2007-12/msg00127.html,For adopting the <code>editrights</code> package.
JAa,https://cygwin.com/ml/cygwin-apps/2007-08/msg00229.html,For adopting the <code>indent</code> package.
JAa,https://cygwin.com/ml/cygwin-apps/2007-08/msg00208.html,For adopting the <code>chkconfig</code> package.
JAa,https://cygwin.com/ml/cygwin-apps/2007-08/msg00190.html,For adopting the <code>splint</code> package.
JAa,https://cygwin.com/ml/cygwin-apps/2007-08/msg00174.html,For adopting the <code>xterm</code> package.
JAa,https://cygwin.com/ml/cygwin-apps/2007-08/msg00171.html,For adopting the <code>fvwm</code> package.
JAa,https://cygwin.com/ml/cygwin-apps/2007-08/msg00128.html,For adopting the <code>xgraph</code> package.
JAa,https://cygwin.com/ml/cygwin-apps/2007-08/msg00076.html,For adopting the <code>xmlto</code> package.
JAa,https://cygwin.com/ml/cygwin-apps/2007-08/msg00071.html,For adopting the <code>figlet</code> package.
JAa,https://cygwin.com/ml/cygwin-apps/2007-08/msg00030.html,For adopting the <code>antiword</code> package.

JC,https://cygwin.com/ml/cygwin-developers/2011-03/msg00010.html,For kicking butt on CWD handling.

JD,https://cygwin.com/ml/cygwin/2009-11/msg00631.html,For reminding us of the right way to handle a FAQ.

JDF,https://cygwin.com/ml/cygwin-apps/2006-12/msg00019.html,For his highly appreciated commitment to maintaining Cygwin documentation over the last couple of years.,2
JDF,https://cygwin.com/ml/cygwin-apps/2006-12/msg00011.html,For improving Cygwin documentation.,2
JDF,https://cygwin.com/ml/cygwin/2003-03/msg01935.html,For improving Cygwin documentation.

JH,https://cygwin.com/ml/cygwin/2004-06/msg00115.html,For volunteering to take over <code>cURL</code>.

JJ,https://cygwin.com/ml/cygwin-apps/2015-07/msg00061.html,For adopting the <code>iperf</code> package.

JM,https://cygwin.com/ml/cygwin-apps/2010-09/msg00084.html,For years of service maintaining the <code>base-files</code> and <code>base-passwd</code> packages.,,,1

JN,https://cygwin.com/ml/cygwin-apps/2007-07/msg00166.html,For quietly taking over the <code>libfontconfig1</code> and <code>libfontconfig-devel</code> packages (slightly retroactive).,2

JRP,https://cygwin.com/ml/cygwin-apps/2006-02/msg00119.html,For adopting the <code>ghostscript</code> package.

JT,https://cygwin.com/ml/cygwin-apps/2015-01/msg00086.html,For 14 years of contributions to Cygwin.,,,1
JT,https://cygwin.com/ml/cygwin-apps/2004-10/msg00050.html,"For years of supporting <code>postgres</code>, and for just being a long time contributor to Cygwin.",2

JTy,2019-12-29,For adopting the <code>xclip</code> package.
JTy,https://cygwin.com/ml/cygwin-apps/2019-08/msg00012.html,For creating a central archive of package build repositories.
JTy,https://cygwin.com/ml/cygwin-apps/2019-06/msg00005.html,For automating away the manual work in identifying noarch packages .,2
JTy,https://cygwin.com/ml/cygwin-apps/2018-10/msg00031.html,For dragging <code>setup</code> into the 1990s.,,1
JTy,https://cygwin.com/ml/cygwin-apps/2017-03/msg00026.html,For overhauling the <a href='https://cygwin.com/packages.html'>Cygwin packaging guide</a>.
JTy,https://cygwin.com/ml/cygwin/2016-06/msg00142.html,"For debugging a ""fun"" problem in <code>llvm</code>."
JTy,https://cygwin.com/ml/cygwin-apps/2016-03/msg00050.html,For developing <code>calm</code> as a replacement for <code>upset</code>.,1,1
JTy,https://cygwin.com/ml/cygwin-apps/2016-01/msg00039.html,"For coding a replacement for incver_ifdep in setup. No, I don't know what that does but people seem to be very happy about it. Inquiring Minds will have to read the thread."
JTy,https://cygwin.com/ml/cygwin-apps/2015-10/msg00023.html,For spontaneously fixing a bug in upset.
JTy,https://cygwin.com/ml/cygwin-apps/2015-09/msg00017.html,For adopting the <code>dmalloc</code> package.
JTy,https://cygwin.com/ml/cygwin-apps/2015-07/msg00253.html,For helping with the Great Perl Update of 2015.
JTy,https://cygwin.com/ml/cygwin/2015-07/msg00101.html,"For creating a modern, spec-compliant solution in xwin-xdg-menu."
JTy,https://cygwin.com/ml/cygwin-apps/2015-03/msg00132.html,For adopting the <code>cygwin-doc</code> package.,,1
JTy,https://cygwin.com/ml/cygwin-apps/2015-03/msg00001.html,For helping to clean obsolete packages from the distro.
JTy,https://cygwin.com/ml/cygwin/2014-10/msg00495.html,For finding and fixing a nasty CPU register corruption bug.
JTy,https://cygwin.com/ml/cygwin-apps/2013-08/msg00100.html,For adopting the <code>xmon</code> package.
JTy,https://cygwin.com/ml/cygwin-apps/2011-11/msg00088.html,For integrating Mintty shortcuts into setup.
JTy,https://cygwin.com/ml/cygwin-apps/2011-11/msg00057.html,For adopting the <code>ddd</code> package.
JTy,https://cygwin.com/ml/cygwin-apps/2010-12/msg00031.html,For dramatically improving the speed of <code>setup</code>.
JTy,https://cygwin.com/ml/cygwin-apps/2010-07/msg00190.html,For taking over maintainership of <code>setup</code>.
JTy,https://cygwin.com/ml/cygwin/2009-07/msg00451.html,For taking over maintainership of Cygwin/X after years of neglect.,5

JY,https://cygwin.com/ml/cygwin-apps/2012-10/msg00199.html,For adopting the <code>w32api</code> package.
JY,https://cygwin.com/ml/cygwin-apps/2012-08/msg00029.html

KB,https://cygwin.com/pipermail/cygwin/2021-November/249855.html,For overhauling the Cygwin pipe code to make XEmacs unusable.
KB,https://cygwin.com/ml/cygwin/2019-12/msg00132.html,For revamping the FIFO code in Cygwin.,,1
KB,https://cygwin.com/ml/cygwin-apps/2018-11/msg00006.html,"For adopting the <code>doxygen</code>, <code>gd</code>, and <code>freeglut</code> packages.",3
KB,https://cygwin.com/ml/cygwin-apps/2017-12/msg00015.html,For adopting the <code>lcms2</code> package.
KB,https://cygwin.com/ml/cygwin-apps/2017-11/msg00083.html,"For adopting the <code>libXpm-noX</code> package. (Whatever that is. Only Ken and Jon know.)"
KB,https://cygwin.com/ml/cygwin-apps/2017-10/msg00171.html,"For adopting the <code>ghostscript</code>, <code>ghostscript-fonts-std</code>, and <code>ghostscript-fonts-other</code> packages.",3
KB,https://cygwin.com/ml/cygwin-apps/2017-10/msg00049.html,For adopting the <code>xpdf</code> package.
KB,https://cygwin.com/ml/cygwin-apps/2017-07/msg00049.html,For a heroic 1-2 punch on a bug.
KB,https://cygwin.com/ml/cygwin-apps/2017-03/msg00012.html,For adopting the <code>potrace</code> package.
KB,https://cygwin.com/ml/cygwin/2016-06/msg00016.html,For going to great lengths to track down a regression.
KB,https://cygwin.com/ml/cygwin/2015-09/msg00309.html,For getting a <code>luajit</code> patch in upstream.
KB,https://cygwin.com/ml/cygwin-apps/2015-07/msg00253.html,For helping with the Great Perl Update of 2015.
KB,https://cygwin.com/ml/cygwin-apps/2015-03/msg00069.html,For reviving the abandoned <code>clisp</code> package.,,1
KB,https://cygwin.com/ml/cygwin-apps/2015-03/msg00001.html,For helping to clean obsolete packages from the distro.
KB,https://cygwin.com/ml/cygwin-apps/2015-02/msg00238.html,For adopting the <code>fcgi</code> package.
KB,https://cygwin.com/ml/cygwin-apps/2015-02/msg00219.html,For adopting the <code>icu</code> package.
KB,https://cygwin.com/ml/cygwin/2014-10/msg00495.html,For finding and fixing a nasty CPU register corruption bug.
KB,https://cygwin.com/ml/cygwin/2011-12/msg00290.html,For improving the project documentation on his own initiative.

KM,https://cygwin.com/ml/cygwin/2005-06/msg00052.html,For the &quot;Cygwin night at the OSCAs&quot; concept (need I say more?).
KM,https://cygwin.com/ml/cygwin/2003-05/msg00182.html,For creating new mean slogans for CGF to use.

KPR,https://cygwin.com/ml/cygwin/2004-06/msg00115.html,For years of <code>cURL</code> service (<i>retroactive</i>).

KT,https://cygwin.com/ml/cygwin/2014-10/msg00495.html,For finding and fixing a nasty CPU register corruption bug.

LH,https://cygwin.com/ml/cygwin/2005-06/msg00767.html,For the most on-topic and painful pun.
LH,https://cygwin.com/ml/cygwin/2005-04/msg00372.html,"For long service, good advice, and a determination to help.",3

LL,https://cygwin.com/ml/cygwin-apps/2007-12/msg00163.html,For adopting the <code>nano</code> package.
LL,https://cygwin.com/ml/cygwin-apps/2007-08/msg00003.html,For adopting the <code>pinfo</code> package.
LL,https://cygwin.com/ml/cygwin-apps/2006-01/msg00216.html,For reworking the setup.html page.

Lem,https://cygwin.com/pipermail/cygwin-apps/2021-April/041146.html,For updating the URLs in cygport to https.

MA,2019-12-26,For adopting the <code>aspell</code> package.
MA,https://cygwin.com/ml/cygwin-apps/2016-05/msg00088.html,For adopting the <code>flex</code> package.
MA,https://cygwin.com/ml/cygwin-apps/2016-04/msg00007.html,For adopting the <code>xgraph</code> package.
MA,https://cygwin.com/ml/cygwin-apps/2016-03/msg00070.html,For adopting the <code>wtf</code> package.
MA,https://cygwin.com/ml/cygwin-apps/2015-07/msg00253.html,For helping with the Great Perl Update of 2015.
MA,https://cygwin.com/ml/cygwin-apps/2015-07/msg00024.html,"For taking over YA orphaned, non-64 bit package.",,1
MA,https://cygwin.com/ml/cygwin-apps/2015-05/msg00025.html,For adopting and rebuilding the <code>singular</code> package.
MA,https://cygwin.com/ml/cygwin/2015-04/msg00421.html,For adopting the <code>lilypond</code> package.
MA,https://cygwin.com/ml/cygwin-apps/2015-03/msg00001.html,For helping to clean obsolete packages from the distro.
MA,https://cygwin.com/ml/cygwin-apps/2015-02/msg00155.html,For adopting the <code>less</code> package.
MA,https://cygwin.com/ml/cygwin-apps/2015-01/msg00061.html,"For rebuilding pure-ftpd, to allow dropping libopenssl098."
MA,https://cygwin.com/ml/cygwin-apps/2014-08/msg00134.html,For adopting the <code>ed</code> package.
MA,https://cygwin.com/ml/cygwin-apps/2014-08/msg00029.html,For showing initiative wrt Cygwin infrastructure at this juncture.
MA,https://cygwin.com/ml/cygwin-apps/2014-05/msg00015.html,For adopting the <code>ping</code> package.
MA,https://cygwin.com/ml/cygwin-apps/2013-01/msg00120.html,For adopting the <code>postgresql</code> package.
MA,https://cygwin.com/ml/cygwin-apps/2012-03/msg00235.html,For adopting the <code>ccrypt</code> package.
MA,https://cygwin.com/ml/cygwin-apps/2012-03/msg00225.html,For adopting the <code>TeXmacs</code> package.
MA,https://cygwin.com/ml/cygwin-apps/2012-02/msg00130.html,For adopting the <code>gnupg</code> package.
MA,https://cygwin.com/ml/cygwin-apps/2011-07/msg00162.html,For adopting the <code>mc</code> package.
MA,https://cygwin.com/ml/cygwin-apps/2010-01/msg00093.html,For adopting the <code>plotutils</code> package.

MB,https://cygwin.com/ml/cygwin-apps/2008-04/msg00351.html,For lifetime contribution to the Cygwin project.,,,1
MB,https://cygwin.com/ml/cygwin-apps/2003-11/msg00279.html,For adopting the <code>patchutils</code> package.

MB1,https://cygwin.com/ml/cygwin/2003-08/msg01237.html,For volunteering to maintain <code>lftp</code>.

MG,https://cygwin.com/ml/cygwin-apps/2015-10/msg00067.html,For adopting the <code>cygutils</code> package.,2
MG,https://cygwin.com/ml/cygwin/2015-08/msg00327.html,For finding a 13-year-old bug in getservent.,,,,,1
MG,https://cygwin.com/ml/cygwin/2013-09/msg00098.html,For being observant.

MK,https://cygwin.com/ml/cygwin-patches/2005-q2/msg00109.html,For the truly heroic effort of understanding and documenting how <code>cygtls</code> works.

MOP,https://cygwin.com/ml/cygwin/2004-04/msg00947.html,"For &quot;sheer cleverness&quot; (<i>a.k.a.</i> saying it with sheet music)."

MW,https://cygwin.com/ml/cygwin/2008-06/msg00504.html,For pointing out what should have been obvious.

